,timestamp_str,price,volume
638,Jun 17 2016 01: +0,5.811,143
639,Jun 18 2016 01: +0,5.717,154
640,Jun 19 2016 01: +0,5.648,161
641,Jun 20 2016 01: +0,5.398,134
642,Jun 21 2016 01: +0,5.165,137
643,Jun 22 2016 01: +0,5.466,131
644,Jun 23 2016 01: +0,4.967,192
645,Jun 24 2016 01: +0,4.678,260
646,Jun 25 2016 01: +0,4.92,216
647,Jun 26 2016 01: +0,4.665,185
648,Jun 27 2016 01: +0,4.601,195
649,Jun 28 2016 01: +0,4.535,161
650,Jun 29 2016 01: +0,4.701,154
651,Jun 30 2016 01: +0,4.657,195
652,Jul 01 2016 01: +0,4.822,187
653,Jul 02 2016 01: +0,4.842,195
654,Jul 03 2016 01: +0,4.705,172
655,Jul 04 2016 01: +0,4.637,211
656,Jul 05 2016 01: +0,4.999,152
657,Jul 06 2016 01: +0,5.163,147
658,Jul 07 2016 01: +0,5.462,155
659,Jul 08 2016 01: +0,5.352,222
660,Jul 09 2016 01: +0,5.348,186
661,Jul 10 2016 01: +0,5.485,139
662,Jul 11 2016 01: +0,5.502,139
663,Jul 12 2016 01: +0,5.325,159
664,Jul 13 2016 01: +0,5.635,111
665,Jul 14 2016 01: +0,5.577,145
666,Jul 15 2016 01: +0,5.656,142
667,Jul 16 2016 01: +0,5.637,137
668,Jul 17 2016 01: +0,5.621,123
669,Jul 18 2016 01: +0,5.505,144
670,Jul 19 2016 01: +0,5.638,128
671,Jul 20 2016 01: +0,5.65,124
672,Jul 21 2016 01: +0,5.665,113
673,Jul 22 2016 01: +0,5.685,116
674,Jul 23 2016 01: +0,5.53,140
675,Jul 24 2016 01: +0,5.582,112
676,Jul 25 2016 01: +0,5.428,135
677,Jul 26 2016 01: +0,5.615,105
678,Jul 27 2016 01: +0,5.616,93
679,Jul 28 2016 01: +0,5.357,104
680,Jul 29 2016 01: +0,5.559,145
681,Jul 30 2016 01: +0,5.692,141
682,Jul 31 2016 01: +0,5.721,126
683,Aug 01 2016 01: +0,5.656,132
684,Aug 02 2016 01: +0,5.626,112
685,Aug 03 2016 01: +0,5.647,117
686,Aug 04 2016 01: +0,5.703,108
687,Aug 05 2016 01: +0,5.612,96
688,Aug 06 2016 01: +0,5.512,131
689,Aug 07 2016 01: +0,5.478,125
690,Aug 08 2016 01: +0,5.563,124
691,Aug 09 2016 01: +0,5.522,107
692,Aug 10 2016 01: +0,5.534,125
693,Aug 11 2016 01: +0,5.373,118
694,Aug 12 2016 01: +0,5.397,122
695,Aug 13 2016 01: +0,5.542,136
696,Aug 14 2016 01: +0,5.424,138
697,Aug 15 2016 01: +0,5.529,119
698,Aug 16 2016 01: +0,5.556,114
699,Aug 17 2016 01: +0,5.542,96
700,Aug 18 2016 01: +0,5.649,100
701,Aug 19 2016 01: +0,5.522,78
702,Aug 20 2016 01: +0,5.53,151
703,Aug 21 2016 01: +0,5.383,139
704,Aug 22 2016 01: +0,5.404,131
705,Aug 23 2016 01: +0,5.49,101
706,Aug 24 2016 01: +0,5.293,127
707,Aug 25 2016 01: +0,5.456,108
708,Aug 26 2016 01: +0,5.46,118
709,Aug 27 2016 01: +0,5.526,139
710,Aug 28 2016 01: +0,5.253,140
711,Aug 29 2016 01: +0,5.477,137
712,Aug 30 2016 01: +0,5.494,133
713,Aug 31 2016 01: +0,5.417,113
714,Sep 01 2016 01: +0,5.377,105
715,Sep 02 2016 01: +0,5.341,123
716,Sep 03 2016 01: +0,5.408,150
717,Sep 04 2016 01: +0,5.441,156
718,Sep 05 2016 01: +0,5.442,115
719,Sep 06 2016 01: +0,5.537,86
720,Sep 07 2016 01: +0,5.319,118
721,Sep 08 2016 01: +0,5.309,96
722,Sep 09 2016 01: +0,5.428,111
723,Sep 10 2016 01: +0,5.406,139
724,Sep 11 2016 01: +0,5.371,147
725,Sep 12 2016 01: +0,5.423,100
726,Sep 13 2016 01: +0,5.641,96
727,Sep 14 2016 01: +0,5.447,85
728,Sep 15 2016 01: +0,5.413,89
729,Sep 16 2016 01: +0,5.248,117
730,Sep 17 2016 01: +0,5.584,175
731,Sep 18 2016 01: +0,5.239,119
732,Sep 19 2016 01: +0,5.327,95
733,Sep 20 2016 01: +0,5.202,95
734,Sep 21 2016 01: +0,5.093,86
735,Sep 22 2016 01: +0,5.116,78
736,Sep 23 2016 01: +0,5.333,104
737,Sep 24 2016 01: +0,5.685,97
738,Sep 25 2016 01: +0,5.502,99
739,Sep 26 2016 01: +0,5.327,100
740,Sep 27 2016 01: +0,5.345,88
741,Sep 28 2016 01: +0,5.893,68
742,Sep 29 2016 01: +0,5.626,84
743,Sep 30 2016 01: +0,5.798,129
744,Oct 01 2016 01: +0,5.606,157
745,Oct 02 2016 01: +0,5.653,145
746,Oct 03 2016 01: +0,5.592,87
747,Oct 04 2016 01: +0,5.439,97
748,Oct 05 2016 01: +0,5.599,92
749,Oct 06 2016 01: +0,5.507,96
750,Oct 07 2016 01: +0,5.482,107
751,Oct 08 2016 01: +0,5.335,139
752,Oct 09 2016 01: +0,5.447,144
753,Oct 10 2016 01: +0,5.401,96
754,Oct 11 2016 01: +0,5.388,90
755,Oct 12 2016 01: +0,5.032,90
756,Oct 13 2016 01: +0,5.179,76
757,Oct 14 2016 01: +0,5.193,110
758,Oct 15 2016 01: +0,5.227,156
759,Oct 16 2016 01: +0,5.329,118
760,Oct 17 2016 01: +0,5.414,83
761,Oct 18 2016 01: +0,5.255,86
762,Oct 19 2016 01: +0,4.988,67
763,Oct 20 2016 01: +0,4.998,107
764,Oct 21 2016 01: +0,5.052,110
765,Oct 22 2016 01: +0,5.026,185
766,Oct 23 2016 01: +0,4.967,164
767,Oct 24 2016 01: +0,5.064,110
768,Oct 25 2016 01: +0,4.885,105
769,Oct 26 2016 01: +0,4.528,107
770,Oct 27 2016 01: +0,4.62,93
771,Oct 28 2016 01: +0,4.636,107
772,Oct 29 2016 01: +0,4.448,179
773,Oct 30 2016 01: +0,4.507,132
774,Oct 31 2016 01: +0,4.522,126
775,Nov 01 2016 01: +0,4.474,101
776,Nov 02 2016 01: +0,4.742,99
777,Nov 03 2016 01: +0,4.82,90
778,Nov 04 2016 01: +0,4.76,115
779,Nov 05 2016 01: +0,4.797,140
780,Nov 06 2016 01: +0,4.726,157
781,Nov 07 2016 01: +0,4.726,99
782,Nov 08 2016 01: +0,4.585,88
783,Nov 09 2016 01: +0,4.584,109
784,Nov 10 2016 01: +0,4.726,97
785,Nov 11 2016 01: +0,4.538,111
786,Nov 12 2016 01: +0,4.626,161
787,Nov 13 2016 01: +0,4.636,141
788,Nov 14 2016 01: +0,4.523,91
789,Nov 15 2016 01: +0,4.533,95
790,Nov 16 2016 01: +0,4.657,67
791,Nov 17 2016 01: +0,4.646,106
792,Nov 18 2016 01: +0,4.687,92
793,Nov 19 2016 01: +0,4.657,143
794,Nov 20 2016 01: +0,4.597,138
795,Nov 21 2016 01: +0,4.598,98
796,Nov 22 2016 01: +0,4.555,75
797,Nov 23 2016 01: +0,4.583,109
798,Nov 24 2016 01: +0,4.267,119
799,Nov 25 2016 01: +0,4.143,168
800,Nov 26 2016 01: +0,4.165,197
801,Nov 27 2016 01: +0,4.204,173
802,Nov 28 2016 01: +0,4.037,111
803,Nov 29 2016 01: +0,3.989,98
804,Nov 30 2016 01: +0,4.072,112
805,Dec 01 2016 01: +0,4.286,103
806,Dec 02 2016 01: +0,4.306,142
807,Dec 03 2016 01: +0,4.507,139
808,Dec 04 2016 01: +0,4.548,150
809,Dec 05 2016 01: +0,4.544,88
810,Dec 06 2016 01: +0,4.568,118
811,Dec 07 2016 01: +0,4.62,95
812,Dec 08 2016 01: +0,4.694,107
813,Dec 09 2016 01: +0,4.664,96
814,Dec 10 2016 01: +0,4.673,150
815,Dec 11 2016 01: +0,4.652,127
816,Dec 12 2016 01: +0,4.745,144
817,Dec 13 2016 01: +0,4.613,100
818,Dec 14 2016 01: +0,4.256,86
819,Dec 15 2016 01: +0,4.303,104
820,Dec 16 2016 01: +0,4.439,124
821,Dec 17 2016 01: +0,4.427,161
822,Dec 18 2016 01: +0,4.538,130
823,Dec 19 2016 01: +0,4.567,109
824,Dec 20 2016 01: +0,4.657,93
825,Dec 21 2016 01: +0,4.486,130
826,Dec 22 2016 01: +0,4.184,198
827,Dec 23 2016 01: +0,4.094,205
828,Dec 24 2016 01: +0,4.53,215
829,Dec 25 2016 01: +0,5.064,368
830,Dec 26 2016 01: +0,5.282,263
831,Dec 27 2016 01: +0,5.119,229
832,Dec 28 2016 01: +0,5.067,179
833,Dec 29 2016 01: +0,4.999,186
834,Dec 30 2016 01: +0,4.858,220
835,Dec 31 2016 01: +0,4.805,197
836,Jan 01 2017 01: +0,4.694,182
837,Jan 02 2017 01: +0,4.707,187
838,Jan 03 2017 01: +0,4.788,148
839,Jan 04 2017 01: +0,4.94,135
840,Jan 05 2017 01: +0,4.989,130
841,Jan 06 2017 01: +0,4.967,128
842,Jan 07 2017 01: +0,4.978,162
843,Jan 08 2017 01: +0,4.846,144
844,Jan 09 2017 01: +0,4.835,116
845,Jan 10 2017 01: +0,4.607,118
846,Jan 11 2017 01: +0,4.541,95
847,Jan 12 2017 01: +0,4.548,104
848,Jan 13 2017 01: +0,4.785,125
849,Jan 14 2017 01: +0,4.759,146
850,Jan 15 2017 01: +0,4.885,148
851,Jan 16 2017 01: +0,4.906,129
852,Jan 17 2017 01: +0,4.976,139
853,Jan 18 2017 01: +0,5.025,116
854,Jan 19 2017 01: +0,4.876,99
855,Jan 20 2017 01: +0,4.611,110
856,Jan 21 2017 01: +0,4.765,162
857,Jan 22 2017 01: +0,4.606,165
858,Jan 23 2017 01: +0,4.531,118
859,Jan 24 2017 01: +0,4.544,125
860,Jan 25 2017 01: +0,4.369,83
861,Jan 26 2017 01: +0,4.558,121
862,Jan 27 2017 01: +0,4.487,135
863,Jan 28 2017 01: +0,4.599,160
864,Jan 29 2017 01: +0,4.767,141
865,Jan 30 2017 01: +0,4.846,109
866,Jan 31 2017 01: +0,4.628,107
867,Feb 01 2017 01: +0,4.781,140
868,Feb 02 2017 01: +0,4.756,103
869,Feb 03 2017 01: +0,4.961,103
870,Feb 04 2017 01: +0,5.283,176
871,Feb 05 2017 01: +0,4.798,138
872,Feb 06 2017 01: +0,4.691,113
873,Feb 07 2017 01: +0,4.77,103
874,Feb 08 2017 01: +0,4.924,95
875,Feb 09 2017 01: +0,4.809,105
876,Feb 10 2017 01: +0,4.739,113
877,Feb 11 2017 01: +0,4.624,138
878,Feb 12 2017 01: +0,4.584,139
879,Feb 13 2017 01: +0,4.558,101
880,Feb 14 2017 01: +0,4.405,104
881,Feb 15 2017 01: +0,4.541,95
882,Feb 16 2017 01: +0,4.492,106
883,Feb 17 2017 01: +0,4.554,121
884,Feb 18 2017 01: +0,4.571,147
885,Feb 19 2017 01: +0,4.516,165
886,Feb 20 2017 01: +0,4.594,117
887,Feb 21 2017 01: +0,4.49,90
888,Feb 22 2017 01: +0,4.436,70
889,Feb 23 2017 01: +0,4.609,96
890,Feb 24 2017 01: +0,4.534,93
891,Feb 25 2017 01: +0,4.693,156
892,Feb 26 2017 01: +0,4.546,132
893,Feb 27 2017 01: +0,4.617,116
894,Feb 28 2017 01: +0,4.677,112
895,Mar 01 2017 01: +0,4.598,112
896,Mar 02 2017 01: +0,4.668,81
897,Mar 03 2017 01: +0,4.587,109
898,Mar 04 2017 01: +0,4.949,135
899,Mar 05 2017 01: +0,4.766,102
900,Mar 06 2017 01: +0,4.686,103
901,Mar 07 2017 01: +0,4.906,92
902,Mar 08 2017 01: +0,4.941,81
903,Mar 09 2017 01: +0,4.721,92
904,Mar 10 2017 01: +0,4.664,119
905,Mar 11 2017 01: +0,4.759,158
906,Mar 12 2017 01: +0,4.789,142
907,Mar 13 2017 01: +0,4.747,113
908,Mar 14 2017 01: +0,4.832,81
909,Mar 15 2017 01: +0,4.651,68
910,Mar 16 2017 01: +0,4.707,89
911,Mar 17 2017 01: +0,4.653,112
912,Mar 18 2017 01: +0,4.703,147
913,Mar 19 2017 01: +0,4.674,148
914,Mar 20 2017 01: +0,5.091,110
915,Mar 21 2017 01: +0,5.069,94
916,Mar 22 2017 01: +0,4.568,79
917,Mar 23 2017 01: +0,4.6,89
918,Mar 24 2017 01: +0,4.601,124
919,Mar 25 2017 01: +0,4.645,136
920,Mar 26 2017 01: +0,4.622,148
921,Mar 27 2017 01: +0,4.654,90
922,Mar 28 2017 01: +0,5.18,94
923,Mar 29 2017 01: +0,4.515,79
924,Mar 30 2017 01: +0,4.528,96
925,Mar 31 2017 01: +0,4.602,127
926,Apr 01 2017 01: +0,4.668,140
927,Apr 02 2017 01: +0,4.716,143
928,Apr 03 2017 01: +0,4.601,130
929,Apr 04 2017 01: +0,4.589,85
930,Apr 05 2017 01: +0,4.735,113
931,Apr 06 2017 01: +0,4.466,95
932,Apr 07 2017 01: +0,4.58,96
933,Apr 08 2017 01: +0,4.643,152
934,Apr 09 2017 01: +0,4.692,137
935,Apr 10 2017 01: +0,4.644,119
936,Apr 11 2017 01: +0,4.604,81
937,Apr 12 2017 01: +0,4.502,92
938,Apr 13 2017 01: +0,4.572,108
939,Apr 14 2017 01: +0,4.742,114
940,Apr 15 2017 01: +0,4.794,155
941,Apr 16 2017 01: +0,4.799,159
942,Apr 17 2017 01: +0,5.006,161
943,Apr 18 2017 01: +0,5.084,124
944,Apr 19 2017 01: +0,4.964,110
945,Apr 20 2017 01: +0,4.836,123
946,Apr 21 2017 01: +0,4.948,96
947,Apr 22 2017 01: +0,4.957,133
948,Apr 23 2017 01: +0,4.865,133
949,Apr 24 2017 01: +0,4.925,94
950,Apr 25 2017 01: +0,4.727,84
951,Apr 26 2017 01: +0,4.764,82
952,Apr 27 2017 01: +0,4.75,86
953,Apr 28 2017 01: +0,4.794,124
954,Apr 29 2017 01: +0,4.838,119
955,Apr 30 2017 01: +0,4.92,115
956,May 01 2017 01: +0,4.667,114
957,May 02 2017 01: +0,4.811,105
958,May 03 2017 01: +0,5.309,86
959,May 04 2017 01: +0,4.684,88
960,May 05 2017 01: +0,4.582,99
961,May 06 2017 01: +0,4.836,117
962,May 07 2017 01: +0,4.776,142
963,May 08 2017 01: +0,4.862,111
964,May 09 2017 01: +0,4.957,108
965,May 10 2017 01: +0,4.76,69
966,May 11 2017 01: +0,4.818,107
967,May 12 2017 01: +0,4.748,111
968,May 13 2017 01: +0,4.89,139
969,May 14 2017 01: +0,4.833,136
970,May 15 2017 01: +0,4.823,133
971,May 16 2017 01: +0,4.772,125
972,May 17 2017 01: +0,4.856,109
973,May 18 2017 01: +0,4.846,107
974,May 19 2017 01: +0,4.902,103
975,May 20 2017 01: +0,4.901,146
976,May 21 2017 01: +0,4.934,151
977,May 22 2017 01: +0,4.76,92
978,May 23 2017 01: +0,4.719,87
979,May 24 2017 01: +0,4.455,145
980,May 25 2017 01: +0,4.556,123
981,May 26 2017 01: +0,4.699,131
982,May 27 2017 01: +0,4.75,125
983,May 28 2017 01: +0,4.71,124
984,May 29 2017 01: +0,4.693,119
985,May 30 2017 01: +0,4.705,92
986,May 31 2017 01: +0,4.758,94
987,Jun 01 2017 01: +0,4.798,97
988,Jun 02 2017 01: +0,4.891,105
989,Jun 03 2017 01: +0,4.93,133
990,Jun 04 2017 01: +0,4.7,130
991,Jun 05 2017 01: +0,4.833,103
992,Jun 06 2017 01: +0,4.814,82
993,Jun 07 2017 01: +0,4.811,84
994,Jun 08 2017 01: +0,4.795,96
995,Jun 09 2017 01: +0,4.603,118
996,Jun 10 2017 01: +0,4.765,135
997,Jun 11 2017 01: +0,4.553,111
998,Jun 12 2017 01: +0,4.645,109
999,Jun 13 2017 01: +0,4.578,105
1000,Jun 14 2017 01: +0,4.52,91
1001,Jun 15 2017 01: +0,4.56,92
1002,Jun 16 2017 01: +0,4.531,101
1003,Jun 17 2017 01: +0,4.735,116
1004,Jun 18 2017 01: +0,4.714,104
1005,Jun 19 2017 01: +0,4.631,112
1006,Jun 20 2017 01: +0,4.614,99
1007,Jun 21 2017 01: +0,4.361,94
1008,Jun 22 2017 01: +0,4.582,135
1009,Jun 23 2017 01: +0,3.862,201
1010,Jun 24 2017 01: +0,3.957,210
1011,Jun 25 2017 01: +0,4.036,206
1012,Jun 26 2017 01: +0,4.123,147
1013,Jun 27 2017 01: +0,4.144,154
1014,Jun 28 2017 01: +0,4.108,147
1015,Jun 29 2017 01: +0,4.094,142
1016,Jun 30 2017 01: +0,4.202,170
1017,Jul 01 2017 01: +0,4.302,157
1018,Jul 02 2017 01: +0,4.133,134
1019,Jul 03 2017 01: +0,3.946,163
1020,Jul 04 2017 01: +0,4.061,174
1021,Jul 05 2017 01: +0,4.02,156
1022,Jul 06 2017 01: +0,4.328,129
1023,Jul 07 2017 01: +0,4.312,146
1024,Jul 08 2017 01: +0,4.158,131
1025,Jul 09 2017 01: +0,4.19,118
1026,Jul 10 2017 01: +0,4.099,144
1027,Jul 11 2017 01: +0,4.346,124
1028,Jul 12 2017 01: +0,4.207,138
1029,Jul 13 2017 01: +0,4.162,146
1030,Jul 14 2017 01: +0,4.333,136
1031,Jul 15 2017 01: +0,4.341,144
1032,Jul 16 2017 01: +0,4.365,146
1033,Jul 17 2017 01: +0,4.296,160
1034,Jul 18 2017 01: +0,4.425,135
1035,Jul 19 2017 01: +0,4.479,131
1036,Jul 20 2017 01: +0,4.431,136
1037,Jul 21 2017 01: +0,4.446,129
1038,Jul 22 2017 01: +0,4.299,117
1039,Jul 23 2017 01: +0,4.364,125
1040,Jul 24 2017 01: +0,4.374,124
1041,Jul 25 2017 01: +0,4.236,133
1042,Jul 26 2017 01: +0,4.378,109
1043,Jul 27 2017 01: +0,4.209,136
1044,Jul 28 2017 01: +0,4.483,123
1045,Jul 29 2017 01: +0,4.389,145
1046,Jul 30 2017 01: +0,4.454,113
1047,Jul 31 2017 01: +0,4.35,133
1048,Aug 01 2017 01: +0,4.387,119
1049,Aug 02 2017 01: +0,4.433,122
1050,Aug 03 2017 01: +0,4.355,115
1051,Aug 04 2017 01: +0,4.401,143
1052,Aug 05 2017 01: +0,4.408,146
1053,Aug 06 2017 01: +0,4.368,132
1054,Aug 07 2017 01: +0,4.35,163
1055,Aug 08 2017 01: +0,4.367,147
1056,Aug 09 2017 01: +0,4.358,124
1057,Aug 10 2017 01: +0,4.307,112
1058,Aug 11 2017 01: +0,4.36,121
1059,Aug 12 2017 01: +0,4.337,123
1060,Aug 13 2017 01: +0,4.375,120
1061,Aug 14 2017 01: +0,4.281,149
1062,Aug 15 2017 01: +0,4.261,129
1063,Aug 16 2017 01: +0,4.354,114
1064,Aug 17 2017 01: +0,4.319,132
1065,Aug 18 2017 01: +0,4.298,115
1066,Aug 19 2017 01: +0,4.324,123
1067,Aug 20 2017 01: +0,4.222,127
1068,Aug 21 2017 01: +0,4.145,123
1069,Aug 22 2017 01: +0,4.27,117
1070,Aug 23 2017 01: +0,4.339,112
1071,Aug 24 2017 01: +0,4.259,110
1072,Aug 25 2017 01: +0,4.319,110
1073,Aug 26 2017 01: +0,4.175,122
1074,Aug 27 2017 01: +0,4.244,145
1075,Aug 28 2017 01: +0,4.28,111
1076,Aug 29 2017 01: +0,4.105,113
1077,Aug 30 2017 01: +0,4.218,74
1078,Aug 31 2017 01: +0,4.152,102
1079,Sep 01 2017 01: +0,4.33,129
1080,Sep 02 2017 01: +0,4.274,125
1081,Sep 03 2017 01: +0,4.271,114
1082,Sep 04 2017 01: +0,4.278,121
1083,Sep 05 2017 01: +0,4.247,103
1084,Sep 06 2017 01: +0,4.165,68
1085,Sep 07 2017 01: +0,4.186,91
1086,Sep 08 2017 01: +0,4.312,107
1087,Sep 09 2017 01: +0,4.416,156
1088,Sep 10 2017 01: +0,4.377,124
1089,Sep 11 2017 01: +0,4.238,93
1090,Sep 12 2017 01: +0,4.207,69
1091,Sep 13 2017 01: +0,4.301,90
1092,Sep 14 2017 01: +0,4.167,88
1093,Sep 15 2017 01: +0,4.241,106
1094,Sep 16 2017 01: +0,4.403,142
1095,Sep 17 2017 01: +0,4.352,129
1096,Sep 18 2017 01: +0,4.438,108
1097,Sep 19 2017 01: +0,4.3,98
1098,Sep 20 2017 01: +0,4.153,92
1099,Sep 21 2017 01: +0,4.255,88
1100,Sep 22 2017 01: +0,4.383,108
1101,Sep 23 2017 01: +0,4.222,119
1102,Sep 24 2017 01: +0,4.259,114
1103,Sep 25 2017 01: +0,4.202,89
1104,Sep 26 2017 01: +0,4.854,81
1105,Sep 27 2017 01: +0,4.58,83
1106,Sep 28 2017 01: +0,4.128,82
1107,Sep 29 2017 01: +0,4.225,114
1108,Sep 30 2017 01: +0,4.211,140
1109,Oct 01 2017 01: +0,4.328,127
1110,Oct 02 2017 01: +0,4.282,77
1111,Oct 03 2017 01: +0,4.194,67
1112,Oct 04 2017 01: +0,4.268,105
1113,Oct 05 2017 01: +0,4.117,93
1114,Oct 06 2017 01: +0,4.173,134
1115,Oct 07 2017 01: +0,4.358,137
1116,Oct 08 2017 01: +0,4.341,118
1117,Oct 09 2017 01: +0,4.186,84
1118,Oct 10 2017 01: +0,4.273,100
1119,Oct 11 2017 01: +0,4.341,95
1120,Oct 12 2017 01: +0,4.291,95
1121,Oct 13 2017 01: +0,4.348,100
1122,Oct 14 2017 01: +0,4.301,145
1123,Oct 15 2017 01: +0,4.405,119
1124,Oct 16 2017 01: +0,4.182,66
1125,Oct 17 2017 01: +0,4.222,88
1126,Oct 18 2017 01: +0,4.295,105
1127,Oct 19 2017 01: +0,4.314,93
1128,Oct 20 2017 01: +0,4.385,116
1129,Oct 21 2017 01: +0,4.312,250
1130,Oct 22 2017 01: +0,4.351,169
1131,Oct 23 2017 01: +0,4.365,114
1132,Oct 24 2017 01: +0,4.386,114
1133,Oct 25 2017 01: +0,4.554,118
1134,Oct 26 2017 01: +0,4.263,90
1135,Oct 27 2017 01: +0,4.315,132
1136,Oct 28 2017 01: +0,4.358,174
1137,Oct 29 2017 01: +0,4.4,145
1138,Oct 30 2017 01: +0,4.367,103
1139,Oct 31 2017 01: +0,4.369,114
1140,Nov 01 2017 01: +0,4.453,139
1141,Nov 02 2017 01: +0,4.401,117
1142,Nov 03 2017 01: +0,4.502,107
1143,Nov 04 2017 01: +0,4.53,143
1144,Nov 05 2017 01: +0,4.579,121
1145,Nov 06 2017 01: +0,4.437,86
1146,Nov 07 2017 01: +0,4.578,99
1147,Nov 08 2017 01: +0,4.4,77
1148,Nov 09 2017 01: +0,4.231,79
1149,Nov 10 2017 01: +0,4.439,113
1150,Nov 11 2017 01: +0,4.587,121
1151,Nov 12 2017 01: +0,4.521,150
1152,Nov 13 2017 01: +0,4.614,87
1153,Nov 14 2017 01: +0,4.501,71
1154,Nov 15 2017 01: +0,4.621,85
1155,Nov 16 2017 01: +0,4.403,68
1156,Nov 17 2017 01: +0,4.429,109
1157,Nov 18 2017 01: +0,4.408,137
1158,Nov 19 2017 01: +0,4.537,110
1159,Nov 20 2017 01: +0,4.406,93
1160,Nov 21 2017 01: +0,4.55,81
1161,Nov 22 2017 01: +0,4.363,78
1162,Nov 23 2017 01: +0,4.057,135
1163,Nov 24 2017 01: +0,4.113,155
1164,Nov 25 2017 01: +0,4.063,167
1165,Nov 26 2017 01: +0,3.944,119
1166,Nov 27 2017 01: +0,3.956,115
1167,Nov 28 2017 01: +0,3.975,98
1168,Nov 29 2017 01: +0,4.197,84
1169,Nov 30 2017 01: +0,4.331,84
1170,Dec 01 2017 01: +0,4.322,84
1171,Dec 02 2017 01: +0,4.384,120
1172,Dec 03 2017 01: +0,4.458,111
1173,Dec 04 2017 01: +0,4.455,77
1174,Dec 05 2017 01: +0,4.536,70
1175,Dec 06 2017 01: +0,4.54,114
1176,Dec 07 2017 01: +0,4.34,81
1177,Dec 08 2017 01: +0,4.318,96
1178,Dec 09 2017 01: +0,4.478,141
1179,Dec 10 2017 01: +0,4.283,129
1180,Dec 11 2017 01: +0,4.664,73
1181,Dec 12 2017 01: +0,4.578,98
1182,Dec 13 2017 01: +0,4.452,82
1183,Dec 14 2017 01: +0,4.442,88
1184,Dec 15 2017 01: +0,4.356,92
1185,Dec 16 2017 01: +0,4.41,108
1186,Dec 17 2017 01: +0,4.363,119
1187,Dec 18 2017 01: +0,4.298,78
1188,Dec 19 2017 01: +0,4.446,77
1189,Dec 20 2017 01: +0,4.595,146
1190,Dec 21 2017 01: +0,4.321,117
1191,Dec 22 2017 01: +0,3.752,144
1192,Dec 23 2017 01: +0,3.769,123
1193,Dec 24 2017 01: +0,4.098,183
1194,Dec 25 2017 01: +0,4.699,235
1195,Dec 26 2017 01: +0,4.67,201
1196,Dec 27 2017 01: +0,4.616,191
1197,Dec 28 2017 01: +0,4.496,165
1198,Dec 29 2017 01: +0,4.448,143
1199,Dec 30 2017 01: +0,4.517,154
1200,Dec 31 2017 01: +0,4.815,119
1201,Jan 01 2018 01: +0,4.63,158
1202,Jan 02 2018 01: +0,4.249,188
1203,Jan 03 2018 01: +0,4.285,127
1204,Jan 04 2018 01: +0,4.233,111
1205,Jan 05 2018 01: +0,4.347,103
1206,Jan 06 2018 01: +0,4.414,139
1207,Jan 07 2018 01: +0,4.443,135
1208,Jan 08 2018 01: +0,4.503,104
1209,Jan 09 2018 01: +0,4.512,97
1210,Jan 10 2018 01: +0,4.543,87
1211,Jan 11 2018 01: +0,4.562,105
1212,Jan 12 2018 01: +0,4.445,104
1213,Jan 13 2018 01: +0,4.481,133
1214,Jan 14 2018 01: +0,4.345,133
1215,Jan 15 2018 01: +0,4.397,130
1216,Jan 16 2018 01: +0,4.378,97
1217,Jan 17 2018 01: +0,4.381,101
1218,Jan 18 2018 01: +0,4.165,74
1219,Jan 19 2018 01: +0,4.253,109
1220,Jan 20 2018 01: +0,4.248,145
1221,Jan 21 2018 01: +0,4.265,125
1222,Jan 22 2018 01: +0,4.211,98
1223,Jan 23 2018 01: +0,4.072,79
1224,Jan 24 2018 01: +0,4.259,105
1225,Jan 25 2018 01: +0,4.296,98
1226,Jan 26 2018 01: +0,4.202,86
1227,Jan 27 2018 01: +0,4.183,120
1228,Jan 28 2018 01: +0,4.231,118
1229,Jan 29 2018 01: +0,4.115,85
1230,Jan 30 2018 01: +0,4.152,109
1231,Jan 31 2018 01: +0,4.178,94
1232,Feb 01 2018 01: +0,4.223,88
1233,Feb 02 2018 01: +0,4.23,106
1234,Feb 03 2018 01: +0,4.177,124
1235,Feb 04 2018 01: +0,4.366,117
1236,Feb 05 2018 01: +0,4.216,79
1237,Feb 06 2018 01: +0,4.241,97
1238,Feb 07 2018 01: +0,4.212,85
1239,Feb 08 2018 01: +0,4.188,76
1240,Feb 09 2018 01: +0,4.357,112
1241,Feb 10 2018 01: +0,4.193,127
1242,Feb 11 2018 01: +0,4.185,106
1243,Feb 12 2018 01: +0,4.233,104
1244,Feb 13 2018 01: +0,4.242,82
1245,Feb 14 2018 01: +0,4.411,83
1246,Feb 15 2018 01: +0,4.387,90
1247,Feb 16 2018 01: +0,4.272,157
1248,Feb 17 2018 01: +0,4.227,134
1249,Feb 18 2018 01: +0,4.08,126
1250,Feb 19 2018 01: +0,4.241,119
1251,Feb 20 2018 01: +0,4.259,87
1252,Feb 21 2018 01: +0,5.03,79
1253,Feb 22 2018 01: +0,4.193,94
1254,Feb 23 2018 01: +0,4.198,116
1255,Feb 24 2018 01: +0,4.405,113
1256,Feb 25 2018 01: +0,4.273,118
1257,Feb 26 2018 01: +0,4.27,87
1258,Feb 27 2018 01: +0,4.275,106
1259,Feb 28 2018 01: +0,4.274,82
1260,Mar 01 2018 01: +0,4.38,100
1261,Mar 02 2018 01: +0,4.411,89
1262,Mar 03 2018 01: +0,4.509,103
1263,Mar 04 2018 01: +0,4.363,107
